Class,LazyClass,ComplexClass,LongParameterList,FeatureEnvy,LongMethod,BlobClass,MessageChain,RefusedBequest,SpaghettiCode,SpeculativeGenerality,DTWC,DR,DW,IDFP,IDS,ISQLQ,IGS,LIC,LT,MIM,NLMR,PD,RAM,SL,UC,OO,OA,Both
com.nononsenseapps.billing.Base64,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,5
com.nononsenseapps.billing.Base64DecoderException,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.billing.IabException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.billing.IabHelper,0,1,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,4,8
com.nononsenseapps.billing.IabResult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.billing.Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.billing.Purchase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.billing.Security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.billing.SkuDetails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.database.DatabaseHandler,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.database.DatabaseTriggers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.database.DatabaseViews,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.database.DBItem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.database.ItemProvider,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3,4
com.nononsenseapps.notepad.database.taskviewItem,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.test.ConfigTest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.test.DaoTaskTest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
com.nononsenseapps.notepad.test.DashClockSettingsTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.test.DBFreshTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.test.DBProviderMovementTest,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4
com.nononsenseapps.notepad.test.DBProviderTest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3
com.nononsenseapps.notepad.test.DBUpgradeTest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3
com.nononsenseapps.notepad.test.FragmentTaskDetailTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.test.FragmentTaskListsTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.test.GTaskSyncTest,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4
com.nononsenseapps.notepad.test.OrgSyncTest,0,1,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,4,7
com.nononsenseapps.notepad.test.RFCDateTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.test.Utils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.ui.list.DeletingLIstOpensAllLists,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.data.remote.orgmodedropbox.DropboxSyncHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.data.remote.orgmodedropbox.DropboxSynchronizer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3
com.nononsenseapps.notepad.ui.orgmodedropbox.DropboxFilePickerActivity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.amulyakhare.textdrawable.TextDrawable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2
com.amulyakhare.textdrawable.util.ColorGenerator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.build.Config,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.data.local.json.JSONBackup,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3
com.nononsenseapps.notepad.data.local.orgmode.DBSyncBase,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,3,7
com.nononsenseapps.notepad.data.local.orgmode.Monitor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.data.local.orgmode.OrgConverter,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.data.local.orgmode.SDSynchronizer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,4
com.nononsenseapps.notepad.data.local.orgmode.Synchronizer,0,1,0,4,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,7
com.nononsenseapps.notepad.data.local.orgmode.SynchronizerInterface,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.data.local.sql.DatabaseHandler,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,2,5
com.nononsenseapps.notepad.data.local.sql.LegacyDBHelper,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,5
com.nononsenseapps.notepad.data.local.sql.MyContentProvider,0,1,3,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,2,8
com.nononsenseapps.notepad.data.local.UpdateNotifier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.data.model.gtasks.GoogleTask,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.data.model.gtasks.GoogleTaskList,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.data.model.orgmode.RemoteTaskListFile,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.data.model.orgmode.RemoteTaskNode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.data.model.sql.DAO,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,3,5
com.nononsenseapps.notepad.data.model.sql.Notification,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,4
com.nononsenseapps.notepad.data.model.sql.RemoteTask,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,5
com.nononsenseapps.notepad.data.model.sql.RemoteTaskList,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,5
com.nononsenseapps.notepad.data.model.sql.Task,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.data.model.sql.TaskList,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2
com.nononsenseapps.notepad.data.receiver.BackgroundSyncScheduler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.data.receiver.NotePadBroadcastReceiver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.data.receiver.NotificationHelper,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,4
com.nononsenseapps.notepad.data.receiver.SyncStatusMonitor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3
com.nononsenseapps.notepad.data.remote.gtasks.GoogleTasksAPI,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.data.remote.gtasks.GoogleTasksClient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.data.remote.gtasks.GoogleTaskSync,0,1,3,3,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
com.nononsenseapps.notepad.data.service.gtasks.GTasksSyncDelay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
com.nononsenseapps.notepad.data.service.gtasks.SyncAdapter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.data.service.gtasks.SyncHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.data.service.gtasks.SyncService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
com.nononsenseapps.notepad.data.service.OrgSyncService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,3
com.nononsenseapps.notepad.ui.base.ActivityBase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
com.nononsenseapps.notepad.ui.base.DialogConfirmBase,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,5
com.nononsenseapps.notepad.ui.base.DialogConfirmBaseV11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,3,5
com.nononsenseapps.notepad.ui.common.ActivityHelper,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.common.DateView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.ui.common.DelegateFrame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.ui.common.DialogAbout,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.common.DialogDeleteCompletedTasks,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.common.DialogDeleteList,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
com.nononsenseapps.notepad.ui.common.DialogDeleteTask,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3
com.nononsenseapps.notepad.ui.common.DialogEditList,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,4,6
com.nononsenseapps.notepad.ui.common.DialogExportBackup,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.common.DialogGoogleAccount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2
com.nononsenseapps.notepad.ui.common.DialogMoveToList,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,5
com.nononsenseapps.notepad.ui.common.DialogPassword,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,3,4
com.nononsenseapps.notepad.ui.common.DialogPasswordSettings,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3
com.nononsenseapps.notepad.ui.common.DialogRestoreBackup,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.common.FragmentSearch,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,3,5
com.nononsenseapps.notepad.ui.common.GreyableToggleButton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.ui.common.MenuStateController,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.common.NavigationDrawerFragment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,4
com.nononsenseapps.notepad.ui.common.NoteCheckBox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.ui.common.NotificationItemHelper,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
com.nononsenseapps.notepad.ui.common.StyledEditText,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.ui.common.TitleNoteTextView,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.common.WeekDaysView,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3
com.nononsenseapps.notepad.ui.dashclock.TaskSettingsFragment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3
com.nononsenseapps.notepad.ui.dashclock.TasksExtension,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3
com.nononsenseapps.notepad.ui.dashclock.TasksSettings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
com.nononsenseapps.notepad.ui.editor.ActivityEditor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.ui.editor.ActivityEditorBase,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.editor.TaskDetailFragment,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,4,7
com.nononsenseapps.notepad.ui.list.ActivityList,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3
com.nononsenseapps.notepad.ui.list.HeaderViewHolder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
com.nononsenseapps.notepad.ui.list.ItemViewHolder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
com.nononsenseapps.notepad.ui.list.SelectedItemHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.ui.list.SimpleSectionsAdapter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
com.nononsenseapps.notepad.ui.list.TaskListFragment,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,3,6
com.nononsenseapps.notepad.ui.list.ViewHolder,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
com.nononsenseapps.notepad.ui.settings.AboutPrefs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.settings.AccountDialog4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,4
com.nononsenseapps.notepad.ui.settings.ActivitySettings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.settings.BackupPrefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2
com.nononsenseapps.notepad.ui.settings.ChangelogPrefs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.settings.FixedSwitchPreference,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.ui.settings.FragmentSettings,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,3,6
com.nononsenseapps.notepad.ui.settings.ListPrefs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.settings.MainPrefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
com.nononsenseapps.notepad.ui.settings.NotificationPrefs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
com.nononsenseapps.notepad.ui.settings.PrefsActivity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3
com.nononsenseapps.notepad.ui.settings.SyncPrefs,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,4,7
com.nononsenseapps.notepad.ui.widget.ExtrasCursorAdapter,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3
com.nononsenseapps.notepad.ui.widget.ListWidgetConfig,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,5,4,9
com.nononsenseapps.notepad.ui.widget.ListWidgetProvider,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,6
com.nononsenseapps.notepad.ui.widget.ListWidgetService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
com.nononsenseapps.notepad.ui.widget.WidgetPrefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.util.ActivityHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.util.ArrayHelper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
com.nononsenseapps.notepad.util.AsyncTaskHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.util.FragmentHelper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.util.ListHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.util.LocaleHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.util.Log,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.util.PermissionsHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nononsenseapps.notepad.util.PreferenceHelper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.nononsenseapps.notepad.util.RFC3339Date,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
com.nononsenseapps.notepad.util.SharedPreferencesHelper,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.util.SyncGtaskHelper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.nononsenseapps.notepad.util.TimeFormatter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NaN,57,25,64,27,60,0,71,6,11,9,13,0,1,0,2,0,1,26,7,86,34,0,0,27,22,9,10,19
com.nononsenseapps.notepad.ui.orgmodedropbox.DropboxFilePickerFragment,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,4,6
com.android.datetimepicker.AccessibleLinearLayout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.AccessibleTextView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.date.AccessibleDateAnimator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
com.android.datetimepicker.date.DatePickerController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.date.DatePickerDialog,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,3,8
com.android.datetimepicker.date.DayPickerView,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,4,4,8
com.android.datetimepicker.date.MonthAdapter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
com.android.datetimepicker.date.MonthView,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4,3,7
com.android.datetimepicker.date.SimpleDayPickerView,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.android.datetimepicker.date.SimpleMonthAdapter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.android.datetimepicker.date.SimpleMonthView,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.android.datetimepicker.date.TextViewWithCircularIndicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.date.YearPickerView,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,4,5
com.android.datetimepicker.HapticFeedbackController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.time.AmPmCirclesView,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
com.android.datetimepicker.time.CircleView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.android.datetimepicker.time.RadialPickerLayout,0,1,3,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,5,4,9
com.android.datetimepicker.time.RadialSelectorView,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,5
com.android.datetimepicker.time.RadialTextsView,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,4
com.android.datetimepicker.time.TimePickerDialog,0,1,4,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,5,4,9
com.android.datetimepicker.Utils,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,77,48,125,51,117,0,136,12,21,18,,,,,,,,,,,,,,,,,,
